172.17.3.65;UNKNOWN;unknown;Tue Jun 04 16:39:44 2013
172.17.3.131;UNKNOWN;DANISH-EEEPC;Tue Jun 04 16:39:44 2013
172.17.3.175;UNKNOWN;unknown;Tue Jun 04 16:39:44 2013
172.17.3.179;UNKNOWN;unknown;Tue Jun 04 16:39:44 2013
172.17.3.180;UNKNOWN;unknown;Tue Jun 04 16:39:44 2013
172.17.3.191;UNKNOWN;unknown;Tue Jun 04 16:39:44 2013
172.17.3.223;UNKNOWN;unknown;Tue Jun 04 16:39:44 2013
172.17.3.248;UNKNOWN;VAIO-VPCEA1S1E;Tue Jun 04 16:39:44 2013
